Data,MRR_Total,Churn_Total,MRR_Essencial,MRR_Controle,MRR_Avancado,MRR_Performance,Churn_Essencial,Churn_Controle,Churn_Avancado,Churn_Performance,%_Anual,Signups,Trials,Conversao_Trial_Pago_%,Engajamento_Medio,%_Base_<30_dias,%_Base_Ativa,%_Ativacao_Features,Engajamento_Essencial,Engajamento_Controle,Engajamento_Avancado,Engajamento_Performance
2023-11-30,5022634.55,4.42,1479112.72,1261597.6,1017735.43,1264188.81,4.78,4.5,4.33,3.96,65.14,145,87,38.84,0.524,21.45,76.28,41.09,0.512,0.52,0.556,0.547
2023-12-01,5092537.5,3.48,1494050.95,1285485.01,1021453.3,1291548.25,3.55,3.39,3.18,3.17,66.44,138,62,40.83,0.132,24.07,67.3,59.05,0.114,0.14,0.166,0.155
2023-12-02,4976521.78,5.4,1398640.84,1161371.39,912705.32,1503804.23,5.49,5.35,5.11,5.09,80.42,141,62,41.6,0.295,20.66,70.94,55.85,0.27,0.295,0.3,0.316
2023-12-03,5060390.77,4.9,1421806.21,1117109.27,1021970.77,1499504.52,4.99,4.95,4.67,4.37,65.23,145,73,32.25,0.213,23.0,74.84,42.98,0.192,0.212,0.24,0.242
2023-12-04,5032318.73,4.53,1576463.83,1349923.37,982304.41,1123627.13,4.73,4.47,4.51,4.37,68.35,142,72,36.66,0.146,24.81,77.43,59.63,0.142,0.139,0.172,0.157
2023-12-05,5192133.85,5.43,1510510.29,1207402.96,1060677.2,1413543.4,5.68,5.44,5.27,5.05,76.61,127,62,32.65,0.396,22.06,76.87,54.74,0.374,0.391,0.412,0.44
2023-12-06,5083530.5,5.86,1528735.31,1290206.72,994079.58,1270508.89,6.14,5.83,5.79,5.4,74.03,132,73,39.93,0.46,20.73,75.83,49.45,0.44,0.476,0.492,0.48
2023-12-07,5094512.32,7.59,1487337.89,1300789.44,965980.49,1340404.49,8.05,7.61,7.28,7.33,71.52,131,66,32.37,0.303,15.37,70.39,52.23,0.298,0.311,0.327,0.322
2023-12-08,5005574.76,3.99,1589906.55,1253898.33,920017.69,1241752.19,3.96,3.75,3.85,3.6,82.49,141,74,43.56,0.373,18.74,66.83,42.13,0.351,0.369,0.407,0.399
2023-12-09,4997487.25,6.66,1451129.72,1177634.73,962499.74,1406223.06,6.92,6.48,6.57,6.46,65.49,157,86,33.46,0.297,20.65,68.25,51.21,0.269,0.296,0.305,0.314
2023-12-10,5005093.02,6.47,1487444.94,1168963.56,920265.4,1428419.12,6.62,6.53,6.27,6.24,78.54,138,56,34.37,0.253,22.97,77.97,41.47,0.244,0.256,0.266,0.29
2023-12-11,5105334.26,4.72,1607716.78,1275738.35,955084.89,1266794.24,4.86,4.82,4.58,4.38,63.98,144,74,42.76,0.493,19.38,77.86,50.9,0.465,0.498,0.514,0.514
2023-12-12,5008481.86,5.7,1571047.28,1318757.22,1099328.94,1019348.41,5.84,5.61,5.35,5.32,75.39,137,79,36.88,0.114,24.6,79.27,51.05,0.098,0.114,0.146,0.149
2023-12-13,5094772.98,5.04,1464462.21,1362019.73,1007563.41,1260727.63,5.15,5.02,4.92,4.63,81.77,153,62,30.36,0.121,17.72,66.14,57.49,0.103,0.103,0.145,0.16
2023-12-14,5310048.1,5.69,1657296.45,1196328.83,1068779.24,1387643.58,6.05,5.72,5.63,5.23,71.45,116,56,37.42,0.029,22.45,73.05,54.5,0.012,0.029,0.04,0.054
2023-12-15,5166534.96,7.01,1541319.33,1176634.06,1110519.52,1338062.05,7.29,7.08,7.02,6.72,78.11,137,80,31.27,0.332,19.19,74.73,44.99,0.288,0.331,0.37,0.355
2023-12-16,5023877.18,6.11,1503740.66,1342564.93,1104362.53,1073209.06,6.31,5.9,5.91,5.69,80.51,144,68,44.78,0.371,19.86,75.66,57.77,0.359,0.392,0.388,0.393
2023-12-17,5208145.67,6.01,1486088.11,1337591.19,1058860.69,1325605.68,6.34,5.92,5.86,5.74,63.4,140,69,38.82,0.273,23.03,74.66,51.46,0.253,0.3,0.284,0.292
2023-12-18,5016030.96,5.07,1420660.65,1324983.03,1065901.33,1204485.95,5.12,5.04,5.01,4.68,77.65,152,91,33.85,0.321,17.96,76.55,52.13,0.307,0.327,0.333,0.346
2023-12-19,4821425.06,4.02,1490387.21,1109562.42,930909.38,1290566.06,4.08,4.09,3.7,3.7,83.0,117,51,38.46,0.15,15.97,70.39,43.38,0.135,0.143,0.157,0.181
2023-12-20,4946029.64,5.29,1483108.76,1233437.38,950774.08,1278709.42,5.27,5.54,5.02,4.95,74.41,127,52,31.15,0.2,20.2,67.69,57.16,0.183,0.206,0.197,0.216
2023-12-21,4843504.97,6.71,1440816.93,1235369.75,949850.79,1217467.49,6.84,6.68,6.51,6.36,64.65,128,73,42.0,0.222,20.29,68.07,58.62,0.198,0.205,0.241,0.246
2023-12-22,5026818.38,3.97,1554193.36,1276839.99,1040050.18,1155734.85,4.19,3.83,3.64,3.83,63.17,134,77,43.88,0.121,22.97,65.18,55.5,0.097,0.116,0.126,0.153
2023-12-23,5072210.21,4.44,1575532.55,1219397.8,1051406.62,1225873.23,4.66,4.49,4.18,4.26,66.49,165,82,43.12,0.125,24.68,70.25,58.82,0.105,0.109,0.149,0.156
2023-12-24,5272172.48,5.63,1509719.94,1163936.17,1015470.91,1583045.45,5.84,5.76,5.51,5.32,62.59,139,70,35.13,0.297,15.55,66.38,46.05,0.279,0.302,0.327,0.3
2023-12-25,5111231.28,4.52,1555904.83,1273444.38,947256.3,1334625.77,4.57,4.53,4.42,4.38,72.83,159,90,34.89,0.14,20.92,69.82,57.22,0.116,0.128,0.164,0.176
2023-12-26,5046707.94,4.71,1440401.92,1174142.22,1036068.2,1396095.59,4.99,4.62,4.43,4.32,61.74,119,65,30.53,0.354,21.81,74.42,49.78,0.343,0.351,0.374,0.396
2023-12-27,5173528.67,5.08,1604078.45,1254646.47,957791.06,1357012.69,5.3,5.17,4.84,4.69,65.59,136,62,39.77,0.494,24.86,78.42,43.28,0.471,0.494,0.499,0.518
2023-12-28,4809663.76,4.13,1473095.19,1288408.16,977033.66,1071126.75,4.41,4.2,3.92,3.8,71.0,147,59,38.02,0.217,24.43,77.59,53.38,0.187,0.217,0.246,0.23
2023-12-29,5104273.75,4.53,1624509.57,1224779.5,1060345.93,1194638.75,4.54,4.42,4.41,4.34,71.85,135,67,36.89,0.27,22.12,68.79,53.68,0.256,0.265,0.31,0.293
2023-12-30,5169503.82,6.2,1461720.22,1354358.72,1075383.24,1278041.64,6.43,6.24,5.94,5.77,74.13,181,103,43.61,0.08,20.22,67.01,45.74,0.079,0.084,0.114,0.102
2023-12-31,4900569.65,4.19,1383343.53,1124323.14,1029800.24,1363102.74,4.27,4.29,4.07,3.69,77.64,166,96,32.52,0.112,16.62,67.9,40.55,0.08,0.099,0.118,0.154
2024-01-01,5216250.49,3.9,1519428.47,1322961.23,1121047.22,1252813.56,4.06,4.02,3.71,3.59,61.18,126,74,30.14,0.088,18.84,79.56,44.0,0.067,0.106,0.107,0.107
2024-01-02,5120619.57,4.87,1487377.29,1376680.35,1024115.51,1232446.41,5.12,4.86,4.53,4.52,62.02,142,82,31.1,0.293,20.85,73.24,48.0,0.284,0.283,0.31,0.32
2024-01-03,5031165.45,6.23,1458429.97,1132488.45,1052569.96,1387677.06,6.44,6.2,6.1,5.91,61.52,149,77,33.35,0.379,22.25,67.74,43.35,0.365,0.38,0.395,0.426
2024-01-04,5157933.82,5.3,1631197.52,1136891.13,1056174.17,1333671.01,5.42,5.43,5.26,4.95,70.58,154,75,30.5,0.145,21.35,77.61,43.88,0.131,0.151,0.165,0.176
2024-01-05,5355483.14,5.04,1552992.9,1294308.56,1003968.85,1504212.84,5.24,4.91,4.94,4.75,61.05,137,76,37.54,0.446,22.14,70.93,47.83,0.426,0.453,0.488,0.478
2024-01-06,5105823.95,5.54,1485171.8,1146927.74,924294.98,1549429.42,5.59,5.59,5.24,5.25,78.65,143,78,34.71,0.496,19.29,78.49,59.24,0.449,0.503,0.517,0.525
2024-01-07,5114786.47,3.75,1587506.61,1316644.33,978876.3,1231759.23,4.07,3.62,3.53,3.36,65.58,168,85,32.71,0.239,22.28,68.91,55.28,0.221,0.223,0.254,0.279
2024-01-08,5030876.69,5.99,1499148.9,1336841.95,994711.72,1200174.12,6.17,6.1,5.81,5.46,83.48,142,59,41.25,0.29,16.44,70.9,46.39,0.274,0.281,0.313,0.324
2024-01-09,4985018.68,5.88,1550681.89,1204884.24,1020354.75,1209097.79,6.2,5.86,5.73,5.72,72.16,109,64,33.07,0.25,16.63,72.57,59.03,0.241,0.251,0.257,0.299
2024-01-10,5187640.3,5.09,1466103.13,1208386.01,1110146.58,1403004.57,5.24,5.22,4.84,4.8,71.16,128,63,40.31,0.277,16.63,78.39,52.91,0.25,0.282,0.29,0.327
2024-01-11,4986269.94,6.51,1493402.05,1205282.0,936669.95,1350915.94,6.65,6.56,6.39,6.32,79.51,133,63,35.24,0.039,23.91,78.03,49.11,0.036,0.051,0.069,0.072
2024-01-12,5098587.95,4.37,1434459.9,1306117.46,943350.9,1414659.69,4.5,4.25,4.14,3.91,77.83,137,72,37.68,0.236,15.76,73.62,49.37,0.213,0.231,0.258,0.265
2024-01-13,5033681.11,6.63,1422045.76,1109688.63,1100056.63,1401890.08,6.92,6.77,6.5,6.39,75.18,141,75,44.01,0.019,23.02,68.33,48.21,-0.006,0.01,0.06,0.05
2024-01-14,5149477.58,5.65,1628560.9,1284654.07,949160.89,1287101.73,5.78,5.81,5.54,5.5,83.38,145,64,30.56,0.431,17.34,71.05,44.66,0.403,0.425,0.453,0.455
2024-01-15,5133039.45,5.16,1465841.13,1286671.2,1022191.64,1358335.48,5.43,5.25,5.03,4.8,70.56,137,78,37.5,0.422,19.68,79.63,47.73,0.412,0.444,0.429,0.453
2024-01-16,5218504.79,5.48,1572318.94,1314460.01,1061561.55,1270164.29,5.64,5.4,5.32,5.01,80.21,137,63,42.82,0.218,24.16,74.12,50.56,0.187,0.233,0.222,0.234
2024-01-17,5033798.03,5.39,1492238.34,1168350.08,1015090.43,1358119.19,5.4,5.36,5.2,5.03,69.5,127,56,38.82,0.53,20.86,76.72,50.56,0.517,0.529,0.56,0.553
2024-01-18,5063615.01,6.72,1488164.72,1294779.71,928876.05,1351794.53,6.86,6.73,6.5,6.4,80.96,161,77,34.15,0.601,17.1,71.75,55.23,0.573,0.614,0.61,0.639
2024-01-19,4979548.35,4.42,1573504.09,1118255.05,907677.43,1380111.78,4.51,4.35,4.59,4.08,66.49,132,72,35.97,0.205,17.84,72.98,47.18,0.185,0.199,0.214,0.241
2024-01-20,5044684.81,4.74,1416915.43,1160093.46,929328.49,1538347.42,4.94,4.91,4.62,4.3,67.23,152,90,40.2,0.393,24.2,71.43,54.34,0.358,0.403,0.408,0.422
2024-01-21,5144276.06,6.54,1576985.99,1357438.14,1046466.68,1163385.25,6.62,6.55,6.38,6.32,76.95,151,85,43.36,0.509,19.27,75.54,51.56,0.497,0.496,0.539,0.544
2024-01-22,5190838.63,4.9,1653467.82,1333714.13,1047375.21,1156281.47,5.2,4.63,4.55,4.62,65.32,135,79,30.62,0.175,20.87,77.77,59.24,0.153,0.179,0.191,0.22
2024-01-23,4990340.16,6.4,1509112.44,1101304.58,944919.07,1435004.07,6.59,6.43,6.31,6.15,65.73,144,62,31.07,0.081,19.6,72.61,47.71,0.066,0.091,0.092,0.107
2024-01-24,5206352.71,7.2,1652875.89,1210054.32,1069962.57,1273459.93,7.38,7.16,6.98,7.02,67.63,160,66,34.88,0.293,18.78,72.21,58.02,0.271,0.29,0.325,0.309
2024-01-25,5265676.54,5.1,1485396.36,1214898.6,1120550.19,1444831.4,5.36,5.09,4.75,4.83,76.97,137,70,33.49,0.306,17.23,70.1,56.41,0.291,0.312,0.336,0.342
2024-01-26,5153612.19,6.18,1529343.35,1203576.22,936221.47,1484471.15,6.48,6.14,6.11,5.77,82.23,128,59,33.97,0.303,21.86,67.66,52.75,0.283,0.298,0.34,0.339
2024-01-27,5330215.5,4.35,1547928.22,1238624.76,1065644.39,1478018.13,4.54,4.43,4.11,3.99,76.86,167,94,33.32,0.184,22.18,79.09,53.09,0.171,0.187,0.217,0.221
2024-01-28,5013145.3,6.25,1550229.15,1118564.64,1040590.68,1303760.83,6.38,6.37,6.13,5.89,80.7,152,81,32.94,0.206,17.75,69.74,41.69,0.191,0.201,0.237,0.224
2024-01-29,4957641.44,5.7,1582736.37,1204444.24,942410.34,1228050.49,5.72,5.73,5.55,5.38,73.59,132,78,31.96,0.05,22.89,77.01,59.0,0.032,0.059,0.063,0.065
2024-01-30,4894553.57,5.97,1420699.0,1256121.95,941275.69,1276456.93,6.1,5.94,5.85,5.62,61.72,139,63,44.01,0.273,23.55,75.73,42.14,0.244,0.261,0.3,0.306
2024-01-31,5288525.32,4.85,1619171.85,1323911.37,1081744.14,1263697.96,4.99,4.85,4.73,4.63,62.51,130,65,32.16,0.538,24.21,76.86,51.26,0.514,0.528,0.57,0.57
2024-02-01,5188523.88,3.84,1493900.06,1316035.79,1120292.65,1258295.38,4.05,3.84,3.37,3.57,73.86,147,74,33.07,0.364,16.61,79.05,46.6,0.337,0.377,0.403,0.391
2024-02-02,5104329.84,6.0,1544637.64,1143663.17,1084144.23,1331884.8,6.17,5.92,5.72,5.68,68.2,128,57,33.69,0.071,18.04,74.35,48.6,0.066,0.047,0.093,0.116
2024-02-03,5145596.24,3.44,1536255.32,1376830.52,1046229.43,1186280.97,3.71,3.49,3.13,3.11,65.51,127,66,44.0,0.155,23.6,78.47,52.2,0.143,0.149,0.17,0.185
2024-02-04,4977941.31,5.18,1587366.99,1303845.25,1041429.47,1045299.61,5.32,5.23,4.93,4.85,71.66,127,62,41.34,0.18,16.99,67.52,58.18,0.16,0.179,0.191,0.222
2024-02-05,5407490.24,6.44,1645721.48,1407323.75,1052259.2,1302185.8,6.64,6.6,6.4,6.16,76.66,134,66,41.85,0.437,15.03,74.4,49.15,0.412,0.441,0.467,0.476
2024-02-06,5130506.54,5.69,1508267.62,1339827.63,1055030.29,1227381.0,6.01,5.82,5.45,5.43,69.62,129,61,31.57,0.626,23.71,76.58,59.75,0.598,0.621,0.639,0.645
2024-02-07,5129127.38,7.45,1459564.14,1367607.57,1018887.12,1283068.55,7.68,7.38,7.14,6.83,80.06,129,52,42.54,0.109,18.26,69.07,51.86,0.09,0.097,0.13,0.13
2024-02-08,5204091.99,6.53,1488629.85,1286517.62,976274.36,1452670.15,6.72,6.61,6.41,6.13,78.46,148,75,36.12,0.347,19.14,76.11,43.21,0.345,0.359,0.358,0.364
2024-02-09,5175721.11,4.85,1495849.01,1190488.84,1076909.86,1412473.39,4.99,4.75,4.55,4.5,78.37,136,64,33.94,0.385,19.46,76.68,43.8,0.365,0.395,0.403,0.419
2024-02-10,5145866.08,5.53,1492500.14,1290784.83,1040795.6,1321785.52,5.66,5.6,5.26,5.25,84.63,176,70,38.64,0.047,23.48,77.47,54.32,0.039,0.043,0.071,0.078
2024-02-11,5025143.07,5.45,1578018.75,1292185.76,976610.74,1178327.81,5.57,5.4,5.07,5.2,67.38,130,60,42.33,0.149,18.38,69.69,41.01,0.131,0.131,0.171,0.192
2024-02-12,5177576.2,3.92,1565952.29,1330097.94,1120704.84,1160821.13,4.06,3.82,3.76,3.63,76.12,121,55,41.68,0.5,23.92,75.22,49.61,0.486,0.503,0.528,0.536
2024-02-13,5347842.94,4.56,1609356.52,1315956.82,967089.82,1455439.78,4.84,4.59,4.47,4.23,81.39,143,68,43.35,0.03,21.17,69.56,42.96,0.006,0.032,0.037,0.047
2024-02-14,5284450.41,4.94,1503905.73,1180667.42,1017948.58,1581928.68,5.12,4.67,4.78,4.83,74.49,134,57,43.92,0.103,20.27,76.09,48.66,0.081,0.096,0.121,0.128
2024-02-15,5315182.4,3.46,1671123.04,1267966.77,968826.23,1407266.34,3.53,3.29,3.12,3.32,79.74,170,85,33.57,0.614,18.26,71.94,55.0,0.586,0.595,0.63,0.623
2024-02-16,5063654.12,5.55,1564226.42,1347126.09,1066714.91,1085586.7,5.92,5.53,5.53,5.31,70.36,145,78,36.36,0.315,17.44,73.96,49.18,0.298,0.313,0.325,0.348
2024-02-17,5007247.42,5.25,1415582.57,1247918.45,1041929.57,1301816.84,5.48,5.26,5.26,4.93,74.76,117,62,30.22,0.149,21.24,71.24,43.27,0.126,0.157,0.161,0.207
2024-02-18,5111905.57,3.83,1576069.01,1262214.33,987896.65,1285725.58,3.89,3.79,3.62,3.55,61.39,122,68,43.19,0.192,19.47,67.43,45.04,0.176,0.202,0.203,0.224
2024-02-19,5134686.99,5.9,1549348.3,1198655.07,1063016.36,1323667.26,6.06,5.75,5.75,5.46,84.64,127,62,32.32,0.368,24.11,67.67,47.35,0.338,0.367,0.391,0.4
2024-02-20,5260302.98,6.22,1490080.84,1254174.3,1030164.53,1485883.31,6.43,6.13,6.02,6.06,80.0,147,74,42.92,0.487,19.92,66.16,41.39,0.472,0.481,0.511,0.517
2024-02-21,4926904.24,5.73,1469853.32,1304483.16,1035882.36,1116685.4,6.1,5.77,5.43,5.5,81.72,146,82,34.94,0.477,20.12,74.27,51.69,0.459,0.484,0.506,0.511
2024-02-22,5314546.04,5.18,1591110.52,1346297.56,1053169.49,1323968.48,5.27,5.23,5.03,4.72,77.36,144,70,35.52,0.09,19.17,77.73,52.15,0.071,0.078,0.113,0.118
2024-02-23,5113039.05,6.09,1465555.4,1326165.62,1004667.12,1316650.9,6.39,6.09,6.08,5.78,64.65,163,88,30.59,0.256,22.89,65.31,41.24,0.24,0.243,0.278,0.293
2024-02-24,5081774.27,6.18,1615129.78,1233434.38,1104722.83,1128487.28,6.52,6.3,5.78,5.79,60.78,157,76,34.9,0.161,19.25,65.99,48.05,0.139,0.16,0.182,0.184
2024-02-25,5012547.47,5.81,1573934.97,1260717.65,952560.28,1225334.57,5.94,5.85,5.71,5.3,81.62,168,81,43.33,0.144,17.69,71.86,48.28,0.162,0.16,0.171,0.167
2024-02-26,4936417.2,4.68,1514299.75,1147318.04,912338.23,1362461.18,4.85,4.6,4.58,4.44,69.91,136,75,30.38,0.251,23.62,76.07,46.68,0.236,0.267,0.25,0.268
2024-02-27,5234780.47,5.78,1562539.16,1336298.33,1064658.68,1271284.3,5.87,5.75,5.47,5.49,66.6,123,54,36.09,0.358,20.97,67.37,51.15,0.339,0.345,0.377,0.387
2024-02-28,5145798.16,6.7,1525577.98,1242093.1,1125761.04,1252366.03,6.88,6.56,6.53,6.42,74.04,165,77,30.47,0.124,20.92,69.07,46.92,0.112,0.12,0.147,0.143
2024-02-29,4983204.69,4.9,1525054.68,1206569.78,972290.85,1279289.39,5.1,4.89,4.71,4.8,70.52,148,66,35.56,0.134,21.11,68.48,48.33,0.109,0.158,0.172,0.178
2024-03-01,4983590.55,7.6,1504133.72,1258187.75,909412.93,1311856.15,7.86,7.71,7.35,7.33,76.29,131,62,32.59,0.229,22.19,70.99,55.95,0.204,0.222,0.238,0.255
2024-03-02,5099705.84,4.97,1440620.61,1360673.07,987161.33,1311250.82,5.28,5.04,4.67,4.59,72.09,130,58,33.78,0.514,18.13,68.37,43.24,0.502,0.531,0.523,0.525
2024-03-03,5341282.58,5.53,1605055.98,1192175.97,1069523.82,1474526.81,5.66,5.67,5.37,5.18,77.43,128,66,43.16,0.304,15.34,70.29,52.38,0.293,0.314,0.301,0.323
2024-03-04,5110849.04,4.83,1595894.02,1335143.7,953055.39,1226755.94,4.83,4.8,4.48,4.47,81.34,160,90,36.54,0.116,23.11,75.93,50.11,0.108,0.128,0.122,0.147
2024-03-05,4962622.85,5.72,1480695.77,1164326.38,1023908.64,1293692.06,5.92,5.86,5.74,5.46,64.89,141,79,34.11,0.499,16.29,74.17,46.1,0.465,0.495,0.518,0.536
2024-03-06,5114510.83,3.76,1442692.33,1238713.93,1124731.95,1308372.62,3.99,3.74,3.48,3.52,68.24,141,67,38.84,0.234,22.22,66.22,54.55,0.213,0.23,0.247,0.267
2024-03-07,5112273.17,4.95,1592223.25,1130301.44,1012585.8,1377162.69,5.18,5.1,4.84,4.53,70.92,134,80,32.13,0.268,15.82,74.57,51.02,0.251,0.259,0.28,0.29
2024-03-08,4822373.6,4.41,1389106.66,1133510.03,936452.59,1363304.32,4.58,4.41,4.07,4.16,84.05,136,71,33.89,0.297,18.75,72.16,49.55,0.284,0.305,0.317,0.321
2024-03-09,5140484.62,5.64,1492513.15,1260095.02,1007679.78,1380196.67,5.85,5.71,5.42,5.31,69.13,142,68,38.19,0.147,15.63,79.02,53.35,0.132,0.13,0.172,0.17
2024-03-10,5120287.86,6.49,1467414.36,1140845.21,945235.08,1566793.21,6.85,6.64,6.36,6.18,69.53,141,80,33.56,0.115,20.22,69.34,56.05,0.086,0.113,0.135,0.151
2024-03-11,5232544.76,6.15,1534227.14,1279643.87,1126728.8,1291944.95,6.38,6.13,5.88,5.7,76.34,136,74,40.19,0.029,21.53,75.89,59.45,0.015,0.046,0.05,0.061
2024-03-12,5371874.73,3.13,1666731.9,1430828.55,1056073.11,1218241.18,3.29,3.15,2.84,2.73,70.48,129,71,37.37,0.022,16.71,75.96,52.59,0.005,0.028,0.046,0.047
2024-03-13,5286187.8,7.54,1589955.43,1190817.73,1033402.02,1472012.62,7.69,7.67,7.28,7.37,83.78,149,65,41.58,0.373,18.72,68.32,57.49,0.356,0.383,0.375,0.397
2024-03-14,5119733.36,5.8,1475482.84,1322027.97,1056649.54,1265573.01,5.98,5.78,5.7,5.61,82.36,133,66,44.22,0.211,24.3,78.55,40.02,0.18,0.194,0.232,0.235
2024-03-15,5020216.89,4.72,1581936.62,1207279.59,992403.19,1238597.49,5.09,4.59,4.57,4.37,72.84,121,69,31.74,0.004,19.42,72.37,50.6,-0.026,-0.006,0.023,0.034
2024-03-16,5462803.18,5.66,1721784.19,1380770.95,1124951.45,1235296.59,5.84,5.87,5.46,5.36,76.12,123,62,35.02,0.622,23.03,75.18,44.29,0.621,0.634,0.642,0.666
2024-03-17,5162106.21,5.68,1625150.47,1202831.81,941866.81,1392257.12,5.87,5.63,5.48,5.42,61.45,140,75,34.79,0.377,24.27,67.19,41.88,0.367,0.378,0.391,0.409
2024-03-18,5157671.52,4.83,1493413.32,1175818.17,1096257.58,1392182.44,4.98,4.85,4.56,4.43,77.39,153,79,32.27,0.203,24.74,68.87,50.64,0.183,0.193,0.221,0.23
2024-03-19,5154104.99,5.7,1536178.8,1175255.16,1121637.14,1321033.9,6.01,5.81,5.7,5.38,77.68,118,67,42.15,0.582,23.98,73.79,54.94,0.561,0.588,0.606,0.608
2024-03-20,5181770.17,4.89,1655055.25,1158253.09,1067188.76,1301273.08,5.29,4.83,4.66,4.59,68.98,142,65,41.4,0.364,18.17,69.79,48.25,0.366,0.358,0.4,0.411
2024-03-21,5141676.75,5.1,1598447.03,1178895.65,1121824.59,1242509.47,5.34,4.99,4.92,4.72,65.49,135,70,37.27,0.241,24.63,72.5,53.4,0.221,0.266,0.244,0.279
2024-03-22,5091160.56,4.81,1431057.5,1289137.7,947247.55,1423717.8,5.02,4.84,4.7,4.55,82.88,142,60,38.07,0.061,23.12,70.61,49.79,0.04,0.067,0.087,0.101
2024-03-23,5095376.93,4.07,1439995.22,1345610.22,1014472.46,1295299.02,4.27,3.89,3.94,3.61,70.67,140,75,30.89,0.228,23.37,74.61,48.74,0.2,0.219,0.26,0.266
2024-03-24,5158069.61,5.65,1539979.1,1344741.16,1052618.97,1220730.37,5.61,5.62,5.47,5.42,76.34,144,79,38.33,0.248,15.15,72.31,45.81,0.225,0.256,0.255,0.277
2024-03-25,5097789.03,6.09,1612781.44,1296147.09,1036224.85,1152635.64,6.36,6.11,6.25,5.72,60.83,126,51,41.87,0.165,24.54,65.07,47.65,0.128,0.181,0.183,0.207
2024-03-26,5078458.51,6.01,1531399.37,1145302.05,995674.81,1406082.27,6.23,5.99,5.89,5.57,70.35,146,78,38.61,0.288,22.78,74.75,47.0,0.273,0.288,0.31,0.303
2024-03-27,5177771.63,6.32,1552878.43,1213977.09,1002019.85,1408896.26,6.56,6.17,6.21,6.16,80.43,133,64,33.98,0.42,22.68,71.33,52.92,0.412,0.412,0.46,0.465
2024-03-28,5135402.73,5.82,1459578.76,1209337.76,950424.19,1516062.03,5.95,5.98,5.57,5.56,69.69,153,65,40.01,0.227,15.82,70.13,42.32,0.219,0.227,0.268,0.264
2024-03-29,5347479.16,4.97,1637778.88,1243277.39,1046339.63,1420083.25,5.13,4.98,4.85,4.55,75.08,137,66,35.42,0.064,17.33,66.41,41.85,0.037,0.058,0.072,0.099
2024-03-30,4849883.62,6.34,1517451.6,1191860.27,904534.49,1236037.26,6.5,6.48,6.16,5.92,65.25,138,61,38.17,0.128,24.62,68.31,53.2,0.085,0.125,0.145,0.15
2024-03-31,5299980.82,4.14,1564643.38,1307917.03,1109681.51,1317738.91,4.44,4.12,3.79,3.86,70.41,137,66,37.31,0.644,20.01,68.36,50.93,0.627,0.63,0.666,0.683
2024-04-01,5319530.22,4.6,1654504.09,1265219.94,1001950.74,1397855.46,4.76,4.51,4.3,4.37,83.19,123,59,35.72,0.049,18.98,79.03,48.6,0.043,0.058,0.075,0.091
2024-04-02,4922193.17,4.54,1568107.7,1169953.43,897525.56,1286606.48,4.94,4.56,4.25,4.14,74.16,112,61,40.78,0.277,23.4,71.49,43.05,0.241,0.265,0.299,0.3
2024-04-03,5130877.49,6.58,1478465.73,1341353.91,1036922.87,1274134.98,6.82,6.56,6.43,6.16,82.55,153,85,43.26,0.222,15.87,65.63,48.22,0.198,0.228,0.232,0.245
2024-04-04,5128427.1,6.44,1543313.9,1330645.5,1045220.57,1209247.12,6.52,6.33,6.19,6.26,82.55,146,76,30.08,0.367,19.17,67.08,55.79,0.351,0.364,0.377,0.387
2024-04-05,5005098.6,5.99,1458913.76,1178149.12,1075478.18,1292557.54,6.17,6.13,5.81,5.81,83.6,130,53,44.0,0.251,18.76,66.19,57.79,0.223,0.254,0.256,0.287
2024-04-06,5081662.0,6.57,1584026.09,1350143.84,1031980.18,1115511.89,6.71,6.51,6.39,6.25,82.38,130,76,37.67,0.225,18.5,73.83,54.05,0.188,0.22,0.225,0.254
2024-04-07,5042730.9,4.62,1528470.57,1349640.28,977378.24,1187241.81,4.6,4.44,4.38,4.26,60.08,126,68,40.51,0.46,18.08,67.8,41.2,0.433,0.462,0.464,0.511
2024-04-08,5387272.45,5.85,1645183.02,1273212.49,1142750.79,1326126.14,6.21,5.98,5.71,5.58,83.35,148,60,42.83,0.36,17.1,72.48,53.41,0.334,0.364,0.392,0.375
2024-04-09,5290281.41,5.37,1650126.41,1257612.3,1066579.75,1315962.95,5.65,5.32,5.03,5.01,63.44,134,76,37.01,0.246,16.73,70.55,44.82,0.207,0.243,0.273,0.267
2024-04-10,5331586.61,6.35,1577290.29,1307740.67,976593.18,1469962.48,6.6,6.29,6.16,6.12,61.0,143,63,42.52,0.279,21.4,77.06,46.31,0.27,0.262,0.304,0.309
2024-04-11,5266600.65,5.38,1667424.74,1406477.52,1067192.47,1125505.92,5.6,5.21,5.12,5.3,61.38,148,76,32.66,0.546,24.19,69.81,43.92,0.542,0.55,0.564,0.583
2024-04-12,5045513.79,5.12,1520320.04,1331087.12,1091449.29,1102657.34,5.18,5.29,4.77,4.86,68.72,134,66,32.39,0.267,20.09,71.87,55.52,0.247,0.271,0.286,0.303
2024-04-13,5119057.57,6.04,1465679.31,1152445.23,1002580.25,1498352.78,6.19,5.91,5.74,5.73,75.52,129,62,39.86,0.477,17.98,75.82,52.97,0.465,0.463,0.495,0.508
2024-04-14,5241724.95,6.38,1613591.46,1256108.82,1005640.82,1366383.85,6.66,6.38,6.32,6.1,70.06,121,70,43.05,0.485,16.59,71.5,52.24,0.45,0.475,0.489,0.518
